osmid,geometry,amenity
6696236588,POINT (-121.8555613 37.3528178),bus_station
6699294089,POINT (-121.907162 37.4271875),place_of_worship
6699294090,POINT (-121.9064114 37.4265442),place_of_worship
6699304842,POINT (-121.9059578 37.4252077),place_of_worship
6699720960,POINT (-122.0069598 37.2831001),bench
6699720962,POINT (-122.0071839 37.283056),bench
6699720970,POINT (-122.0070926 37.2832444),bench
6701148970,POINT (-121.915471 37.4195),cafe
6702151954,POINT (-121.9143416 37.4247087),place_of_worship
6711100559,POINT (-121.9056244 37.2691557),bank
6720130283,POINT (-122.0310987 37.3779328),bus_station
6720132174,POINT (-121.9047581 37.329622),waste_basket
6720132176,POINT (-121.9046899 37.329095),waste_basket
6720132178,POINT (-121.9052675 37.3290551),waste_basket
6720132181,POINT (-121.9052433 37.329537),waste_basket
6720132184,POINT (-121.9053413 37.3289574),waste_basket
6721029323,POINT (-121.9450985 37.3538085),place_of_worship
6721959505,POINT (-121.8609477 37.3747249),bench
6721959506,POINT (-121.8602415 37.375222),waste_basket
6721959509,POINT (-121.8602598 37.374231),bench
6721959512,POINT (-121.8607654 37.374709),bench
6721959513,POINT (-121.8614293 37.3723528),waste_basket
6721959514,POINT (-121.8615621 37.3734946),waste_basket
6721959515,POINT (-121.8608486 37.375052),drinking_water
6721959516,POINT (-121.861173 37.373441),bench
6721959519,POINT (-121.8604145 37.3745695),bench
6721959521,POINT (-121.8611248 37.3739621),bench
6721959523,POINT (-121.8602342 37.3741105),bench
6721959526,POINT (-121.8603711 37.3743977),bench
6721959527,POINT (-121.8615021 37.3730025),waste_basket
6744976115,POINT (-122.0538869 37.3739368),bicycle_parking
6754413560,POINT (-122.0327165 37.3099883),bicycle_parking
6767977658,POINT (-122.078337 37.4084108),post_box
6768328711,POINT (-122.0776641 37.4083703),bicycle_parking
6768328721,POINT (-122.0784554 37.4076827),bicycle_parking
6770651916,POINT (-121.9643159 37.3267139),bench
6770651917,POINT (-121.9642939 37.3266969),bench
6770651918,POINT (-121.9642136 37.3266903),bench
6770883285,POINT (-121.9324505 37.3472563),charging_station
6773883948,POINT (-121.9492678 37.2951089),dentist
6773883949,POINT (-121.9493522 37.2950236),bench
6775889495,POINT (-121.9174497 37.3674591),parking_entrance
6775906927,POINT (-121.9204288 37.3673172),parking_entrance
6775906928,POINT (-121.9203602 37.3672699),parking_entrance
6777845820,POINT (-121.9295543 37.3702732),parking_entrance
6777845822,POINT (-121.927771 37.3687771),parking_entrance
6777845823,POINT (-121.9276078 37.3688937),parking_entrance
6777845824,POINT (-121.9281396 37.3696952),parking_entrance
6777845825,POINT (-121.9281487 37.3695722),parking_entrance
6777845839,POINT (-121.9242974 37.3660438),parking_entrance
6777845840,POINT (-121.9214335 37.3641008),parking_entrance
6777845841,POINT (-121.9212307 37.3642409),parking_entrance
6777845846,POINT (-121.9219225 37.3639744),parking_entrance
6777845863,POINT (-121.9228025 37.3655786),parking_entrance
6777845875,POINT (-121.9240064 37.3656159),parking_entrance
6780075266,POINT (-121.8860156 37.3528042),waste_basket
6780075271,POINT (-121.8835732 37.3526332),waste_basket
6780075274,POINT (-121.8843003 37.3529821),drinking_water
6780075280,POINT (-121.8828946 37.351615),waste_basket
6780075281,POINT (-121.8836893 37.3515092),waste_basket
6780075282,POINT (-121.885867 37.3529549),bicycle_rental
6780128485,POINT (-121.8838397 37.3515378),bench
6780128486,POINT (-121.8840466 37.3525136),bench
6780128488,POINT (-121.8850864 37.35303),waste_basket
6780128494,POINT (-121.8833093 37.3521037),bench
6780128495,POINT (-121.8844026 37.3525325),bench
6780128497,POINT (-121.8850608 37.3519579),waste_basket
6780128501,POINT (-121.8838117 37.3515447),bench
6780128503,POINT (-121.8852503 37.3518049),waste_basket
6780128510,POINT (-121.8836252 37.3523715),bench
6780128516,POINT (-121.8834175 37.3514609),waste_basket
6780189170,POINT (-121.9742023 37.3978315),toilets
6781946685,POINT (-121.9740855 37.3962811),fast_food
6781946686,POINT (-121.9742169 37.3964548),cafe
6781946704,POINT (-121.974321 37.3954973),toilets
6781978916,POINT (-121.9736154 37.3961205),theatre
6781978917,POINT (-121.9732694 37.396225),toilets
6797486428,POINT (-121.9568537 37.3335531),toilets
6814843353,POINT (-122.0747446 37.4091858),theatre
6814843354,POINT (-122.0750704 37.4093775),bicycle_parking
6814843355,POINT (-122.0762037 37.4075911),bicycle_parking
6814843613,POINT (-121.9782179 37.3514327),restaurant
6814864685,POINT (-122.077005 37.4089477),bicycle_parking
6814951551,POINT (-122.0628805 37.3753804),bicycle_parking
6817930031,POINT (-121.8752861 37.2585343),bench
6817930032,POINT (-121.875281 37.2584848),bench
6817930033,POINT (-121.875275 37.2584346),bench
6817930034,POINT (-121.8752695 37.2583858),bench
6817930035,POINT (-121.875264 37.2583399),bench
6817930036,POINT (-121.8750972 37.2585483),bench
6817930037,POINT (-121.8750907 37.2584958),bench
6817930038,POINT (-121.8750852 37.2584478),bench
6817930039,POINT (-121.8750797 37.2584008),bench
6817930040,POINT (-121.8750741 37.2583531),bench
6817930041,POINT (-121.875229 37.2586058),bench
6817930042,POINT (-121.8751677 37.2586102),bench
6817930043,POINT (-121.875258 37.2582842),bench
6817930044,POINT (-121.8752543 37.2582406),bench
6817930045,POINT (-121.8752469 37.2581918),bench
6817930046,POINT (-121.8750686 37.2582985),bench
6817930047,POINT (-121.8750617 37.2582512),bench
6817930048,POINT (-121.8750585 37.2582031),bench
6817930049,POINT (-121.8750529 37.2581525),bench
6817930050,POINT (-121.8752442 37.2581419),bench
6828350868,POINT (-121.89826 37.383397),parking_space
6828350869,POINT (-121.898256 37.3833475),parking_space
6828350870,POINT (-121.898274 37.3836164),parking_space
6828350871,POINT (-121.89827 37.3835678),parking_space
6828580616,POINT (-121.896925 37.3839014),bench
6828580635,POINT (-121.8963411 37.3830338),waste_basket
6831459421,POINT (-121.888051 37.3379611),parking_space
6831459422,POINT (-121.888076 37.337967),parking_space
6831459423,POINT (-121.888104 37.3379723),parking_space
6831459424,POINT (-121.888264 37.3379553),parking_space
6831459425,POINT (-121.888329 37.3379265),parking_space
6831459426,POINT (-121.888373 37.3378385),parking_space
6831459427,POINT (-121.888356 37.3378161),parking_space
6831459428,POINT (-121.888327 37.3377783),parking_space
6831459429,POINT (-121.888298 37.3377372),parking_space
6831459430,POINT (-121.888281 37.3377063),parking_space
6831459431,POINT (-121.888267 37.3376839),parking_space
6831459432,POINT (-121.888207 37.3376098),parking_space
6831459433,POINT (-121.888189 37.3375879),parking_space
6831459434,POINT (-121.888173 37.3375666),parking_space
6831459435,POINT (-121.888231 37.3376428),parking_space
6831459436,POINT (-121.887758 37.337742),parking_space
6831459437,POINT (-121.887754 37.3377649),parking_space
6832034641,POINT (-121.9709561 37.3940329),fast_food
6833590069,POINT (-122.0562993 37.3497026),drinking_water
6833674985,POINT (-121.9719621 37.3946441),toilets
6836290941,POINT (-121.9730718 37.3976911),toilets
6836290942,POINT (-121.972069 37.3992783),toilets
6836290943,POINT (-121.9733779 37.3990386),toilets
6836290944,POINT (-121.9740485 37.3979892),toilets
6836290945,POINT (-121.972305 37.3940758),toilets
6836290952,POINT (-121.9710732 37.3919616),toilets
6836290953,POINT (-121.9695556 37.3956912),toilets
6836290954,POINT (-121.9708484 37.3963613),toilets
6836313541,POINT (-121.9720425 37.3949581),theatre
6836363487,POINT (-121.9741648 37.3957865),fast_food
6836363488,POINT (-121.974205 37.395844),fast_food
6836363489,POINT (-121.9737598 37.3958227),fast_food
6842511485,POINT (-121.973784 37.3495429),bench
6848143302,POINT (-122.0319103 37.3224564),fountain
6848143303,POINT (-122.0319019 37.3224484),fountain
6848143304,POINT (-122.0318922 37.3224412),fountain
6848143305,POINT (-122.0318825 37.3224471),fountain
6848143306,POINT (-122.0318711 37.3224554),fountain
6848143307,POINT (-122.0318781 37.3224647),fountain
6848143308,POINT (-122.0318905 37.3224716),fountain
6848143309,POINT (-122.0319006 37.322465),fountain
6848143310,POINT (-122.0318888 37.3225348),fountain
6848143311,POINT (-122.0318811 37.3225407),fountain
6848143312,POINT (-122.0318724 37.3225495),fountain
6848143313,POINT (-122.0318805 37.3225588),fountain
6848143314,POINT (-122.0318902 37.3225657),fountain
6848143315,POINT (-122.0319016 37.3225596),fountain
6848143316,POINT (-122.0319113 37.3225513),fountain
6848143317,POINT (-122.0319029 37.3225431),fountain
6848250677,POINT (-122.0227361 37.3265346),waste_disposal
6848250678,POINT (-122.0227321 37.326509),waste_disposal
6856776376,POINT (-121.9613016 37.3847144),loading_dock
6857191223,POINT (-121.9493106 37.3213134),parking_entrance
6858344372,POINT (-122.0101277 37.3213101),bicycle_repair_station
6859149487,POINT (-121.946617 37.3948033),post_office
6859149490,POINT (-121.9465333 37.3953638),cafe
6859149491,POINT (-121.946455 37.3953102),dentist
6859149493,POINT (-121.946117 37.3951914),cafe
6859149495,POINT (-121.945824 37.3949601),fast_food
6859149498,POINT (-121.9457186 37.3947969),dentist
6859149502,POINT (-121.9457347 37.3940497),restaurant
6859187403,POINT (-121.8425449 37.3397186),dentist
6859187405,POINT (-121.8423423 37.3395161),ice_cream
6859187408,POINT (-121.84353 37.3392616),restaurant
6859187409,POINT (-121.844031 37.3389355),restaurant
6859187411,POINT (-121.842068 37.3385169),fast_food
6859187414,POINT (-121.8403207 37.3412942),restaurant
6859487354,POINT (-122.0574334 37.3492745),waste_basket
6859487355,POINT (-122.0565357 37.3485266),waste_basket
6859577841,POINT (-122.0570985 37.3495146),waste_basket
6861511087,POINT (-122.0563361 37.3497457),bench
6865899708,POINT (-122.0562953 37.349817),waste_basket
6868520224,POINT (-121.852465 37.2959162),waste_disposal
6868680002,POINT (-121.961117 37.3364214),drinking_water
6876385778,POINT (-121.905644 37.36396),post_box
6879297229,POINT (-122.0534057 37.3579978),bbq
6879297230,POINT (-122.0532066 37.3578433),bbq
6880154661,POINT (-121.8939914 37.3526354),parking_entrance
6880154710,POINT (-121.893169 37.3522741),parking_entrance
6894157591,POINT (-121.9008032 37.3084326),fountain
6894157641,POINT (-121.8999927 37.30809),parking_entrance
6894157646,POINT (-121.9001122 37.3080366),parking_entrance
6894157673,POINT (-121.895888 37.3105949),bar
6894157674,POINT (-121.895834 37.3105278),dentist
6903107840,POINT (-121.960155 37.3873443),cafe
6904019700,POINT (-121.9281298 37.3526119),parking_entrance
6907540316,POINT (-122.0304298 37.3764549),restaurant
6911516726,POINT (-121.9293578 37.4175765),shower
6911516727,POINT (-121.9293531 37.4175795),shower
6913909522,POINT (-121.8534144 37.3027202),waste_basket
6913909527,POINT (-121.8525888 37.3019431),waste_basket
6913909528,POINT (-121.8527127 37.302201),waste_basket
6913909529,POINT (-121.8529188 37.3024021),waste_basket
6913909530,POINT (-121.8531277 37.3025953),waste_basket
6913909531,POINT (-121.8533309 37.3027804),waste_basket
6913909532,POINT (-121.8535038 37.3029374),waste_basket
6916732413,POINT (-121.8529876 37.3516069),bench
6916732414,POINT (-121.8528899 37.3516519),bench
6916732415,POINT (-121.852852 37.3516024),bench
6916732416,POINT (-121.8529426 37.3515546),bench
6916732417,POINT (-121.8528267 37.3515763),waste_basket
6916732512,POINT (-121.8531185 37.3512801),bicycle_parking
6916732513,POINT (-121.8529848 37.3514198),bench
6916732514,POINT (-121.853013 37.3514041),bench
6916732547,POINT (-121.8534992 37.3516166),bench
6916732548,POINT (-121.8534769 37.3516304),bench
6916732549,POINT (-121.8534593 37.3516417),waste_basket
6916732582,POINT (-121.8526977 37.3514042),bench
6916732583,POINT (-121.852675 37.3513886),bench
6916732584,POINT (-121.8527144 37.3514159),waste_basket
6916732585,POINT (-121.8525849 37.3513001),bench
6916732586,POINT (-121.8525768 37.3512816),bench
6916732587,POINT (-121.8525657 37.3512647),waste_basket
6920822513,POINT (-121.95427 37.3530091),drinking_water
6921732038,POINT (-121.9145935 37.365335),parking_entrance
6923612555,POINT (-121.8930909 37.3550829),bicycle_parking
6923612556,POINT (-121.8933352 37.3553299),bicycle_parking
6923612557,POINT (-121.8928003 37.3553315),waste_basket
6923612559,POINT (-121.8924467 37.3556834),waste_basket
6923612560,POINT (-121.8930645 37.3552316),waste_basket
6923612563,POINT (-121.8922927 37.3554503),bicycle_parking
6923612567,POINT (-121.892055 37.3554036),bicycle_rental
6923612569,POINT (-121.8929648 37.3552901),drinking_water
6926714151,POINT (-121.9725131 37.3235973),cafe
6928042154,POINT (-121.8594883 37.3294077),fast_food
6928042156,POINT (-121.859246 37.3295755),ice_cream
6928121957,POINT (-121.8516099 37.3251738),bench
6928121958,POINT (-121.8515776 37.3251388),bench
6928121959,POINT (-121.8515328 37.3250979),bench
6928823769,POINT (-121.9303879 37.2926367),fast_food
6928823771,POINT (-121.931275 37.2937621),fast_food
6934042573,POINT (-121.9684734 37.3638754),bench
6934086751,POINT (-121.9794716 37.4106043),bench
6943795239,POINT (-122.078659 37.4226123),bicycle_parking
6943795240,POINT (-122.0784518 37.4222336),bicycle_parking
6953221572,POINT (-121.977582 37.4065661),post_box
6955570802,POINT (-121.889852 37.4110009),parking_entrance
6955570807,POINT (-121.890023 37.4110798),parking_entrance
6956566317,POINT (-121.9736835 37.3403821),drinking_water
6956566318,POINT (-121.9736641 37.3404064),toilets
6964046399,POINT (-121.9746477 37.351048),school
6964046402,POINT (-121.975042 37.3510331),restaurant
6964046403,POINT (-121.975304 37.3510182),doctors
6964046404,POINT (-121.9755056 37.3510224),bank
6964046407,POINT (-121.975864 37.3510086),restaurant
6964046411,POINT (-121.97644 37.3509825),prep_school
6964046414,POINT (-121.9768151 37.3509909),bar
6964071589,POINT (-121.9774283 37.353111),fast_food
6964071590,POINT (-121.9773255 37.3530989),dentist
6964071592,POINT (-121.9770299 37.3530757),restaurant
6964071593,POINT (-121.9769664 37.3530767),restaurant
6964071597,POINT (-121.9763586 37.3530091),dentist
6964071599,POINT (-121.976258 37.3530081),restaurant
6964071600,POINT (-121.976132 37.3529456),bank
6964071601,POINT (-121.9758917 37.3528185),restaurant
6965118491,POINT (-121.8959652 37.3564954),bench
6965118492,POINT (-121.8953984 37.3544928),drinking_water
6965118494,POINT (-121.8960078 37.3564527),bench
6965118497,POINT (-121.8960615 37.3564862),bench
6965118500,POINT (-121.895747 37.356512),bicycle_rental
6965118501,POINT (-121.8951492 37.3555447),drinking_water
6965118504,POINT (-121.8951166 37.3555094),bbq
6965118507,POINT (-121.8951998 37.3555389),bbq
6965118509,POINT (-121.8950988 37.355517),waste_basket
6965118512,POINT (-121.8950507 37.3554104),waste_basket
6965118514,POINT (-121.8952585 37.3556203),waste_basket
6965118516,POINT (-121.89657 37.3561531),waste_disposal
6965118545,POINT (-121.8958813 37.3560894),bench
6965118547,POINT (-121.8960337 37.3561519),bench
6965118549,POINT (-121.8960655 37.3561554),waste_basket
6965118551,POINT (-121.8960613 37.3560767),bench
6965118553,POINT (-121.89611 37.3561417),bench
6965118555,POINT (-121.8961953 37.3561577),bench
6965118557,POINT (-121.8962771 37.3561671),bench
6965118561,POINT (-121.895862 37.356214),waste_basket
6965118563,POINT (-121.8960198 37.3565314),bench
6967918389,POINT (-121.9318058 37.262428),fast_food
6967918390,POINT (-121.9319201 37.2627169),restaurant
6970563605,POINT (-121.8529669 37.2840881),bbq
6970640542,POINT (-121.8585846 37.2841474),fountain
6981843967,POINT (-121.9588514 37.3521114),fast_food
6983814896,POINT (-121.8573247 37.3434057),bench
6983814897,POINT (-121.8575748 37.3434297),bench
6983861904,POINT (-121.8534744 37.3301619),bench
6985998537,POINT (-121.9056984 37.3402433),waste_disposal
7005128368,POINT (-121.9184136 37.4006101),bench
7005128372,POINT (-121.9186593 37.4010021),bench
7005128375,POINT (-121.9185639 37.4009493),bench
7005128380,POINT (-121.9193706 37.4011355),drinking_water
7005128382,POINT (-121.9192258 37.4012101),bench
7005173385,POINT (-121.9185124 37.4006668),bench
7005173389,POINT (-121.9184054 37.4006332),waste_basket
7005173394,POINT (-121.9186222 37.4010012),bench
7005173397,POINT (-121.918881 37.4015571),bench
7005173401,POINT (-121.919366 37.4011525),bicycle_parking
7005173404,POINT (-121.9192348 37.4011028),bench
7005173406,POINT (-121.9185507 37.4006529),bench
7005173411,POINT (-121.918436 37.4008374),bench
7005173414,POINT (-121.9185869 37.4009834),bench
7005173416,POINT (-121.9189614 37.401563),bench
7005173418,POINT (-121.9188464 37.4012112),bench
7005173420,POINT (-121.919361 37.4011692),waste_basket
7005173423,POINT (-121.9189518 37.4008469),bench
7010380646,POINT (-121.8831814 37.3322789),parking_entrance
7010380651,POINT (-121.8832125 37.3323213),parking_entrance
7012353351,POINT (-121.956204 37.424123),community_centre
7013838199,POINT (-121.9386908 37.3260167),parking_entrance
7015740296,POINT (-121.8597086 37.2515591),parking_entrance
7019171762,POINT (-121.848862 37.3585479),social_facility
7019171768,POINT (-121.848581 37.3586825),clinic
7019177815,POINT (-121.857672 37.360521),childcare
7021108909,POINT (-122.0288216 37.3656899),restaurant
7034827478,POINT (-122.0051508 37.3337017),parking_entrance
7036382480,POINT (-121.887555 37.362043),bar
7048424615,POINT (-121.983287 37.264126),fast_food
7051148058,POINT (-122.0403619 37.3241354),charging_station
7057151440,POINT (-122.0512583 37.3538778),bicycle_parking
7057188785,POINT (-121.9476225 37.3227367),restaurant
7061904545,POINT (-121.8957541 37.360855),nightclub
7062850738,POINT (-121.8733634 37.2589374),cafe
7062850739,POINT (-121.8731195 37.2589128),fast_food
7062850760,POINT (-121.875204 37.2589014),fast_food
7062850761,POINT (-121.875365 37.2588779),restaurant
7062850762,POINT (-121.875504 37.2588571),fast_food
7062850763,POINT (-121.875698 37.2587156),fast_food
7062850778,POINT (-121.874573 37.2580229),fast_food
7062850779,POINT (-121.8745872 37.2581343),restaurant
7062850780,POINT (-121.8745929 37.2582363),fast_food
7062850781,POINT (-121.874631 37.2584142),restaurant
7062850782,POINT (-121.8746527 37.2585979),restaurant
7076603472,POINT (-121.8719562 37.3734405),fast_food
7076603482,POINT (-121.8720096 37.3735424),fast_food
7076603486,POINT (-121.8721879 37.373756),fast_food
7076603487,POINT (-121.8721919 37.37383),cafe
7076603489,POINT (-121.8719397 37.3734103),restaurant
7076605994,POINT (-121.8730499 37.3725396),restaurant
7078516375,POINT (-121.887109 37.3419641),place_of_worship
7089575196,POINT (-121.9524382 37.3543728),parking_space
7089575197,POINT (-121.952232 37.3544514),parking_space
7093913314,POINT (-121.9432278 37.4145247),parking
7093940270,POINT (-121.9335633 37.4080993),school
7094625076,POINT (-121.91243 37.3968375),fast_food
7094806054,POINT (-121.908712 37.3720775),social_facility
7094840019,POINT (-121.9066703 37.2702805),restaurant
7094840020,POINT (-121.906568 37.2703103),prep_school
7094840027,POINT (-121.906573 37.2689937),veterinary
7094840028,POINT (-121.9065221 37.2688657),cafe
7094840029,POINT (-121.906495 37.2688016),restaurant
7094840030,POINT (-121.906388 37.2685562),restaurant
7094840031,POINT (-121.9061439 37.2684452),restaurant
7094840032,POINT (-121.9058179 37.2699295),fast_food
7094840045,POINT (-121.913083 37.2927814),fast_food
7094840053,POINT (-121.912463 37.2928379),post_office
7096340544,POINT (-121.9523671 37.354423),waste_basket
7096340545,POINT (-121.9523591 37.3544259),waste_basket
7096340546,POINT (-121.9523521 37.3544284),waste_basket
7096340547,POINT (-121.9523445 37.3544309),waste_basket
7096340548,POINT (-121.952337 37.3544333),waste_basket
7111086800,POINT (-122.0398341 37.4198996),restaurant
7111171407,POINT (-121.9596431 37.2874246),letter_box
7111171408,POINT (-121.9595626 37.2874286),bench
7111171409,POINT (-121.9594829 37.2874823),bench
7111171410,POINT (-121.9595878 37.2874269),waste_basket
7111430517,POINT (-121.8728832 37.3752135),restaurant
7111430518,POINT (-121.8734831 37.3752423),pharmacy
7111430524,POINT (-121.8735294 37.3751849),fast_food
7111430534,POINT (-121.872596 37.3750922),fast_food
7115633786,POINT (-121.8870607 37.3499055),vending_machine
7120584720,POINT (-121.894739 37.3260423),cafe
7120601087,POINT (-121.8957774 37.3251676),waste_disposal
7121789354,POINT (-121.8814506 37.3368682),community_centre
7121789356,POINT (-121.8818021 37.3336752),community_centre
7121789358,POINT (-121.8821687 37.3323332),vending_machine
7121789359,POINT (-121.8822189 37.332309),vending_machine
7121798605,POINT (-121.881604 37.3362336),events_venue
7121798606,POINT (-121.88113 37.3364248),fast_food
7121798607,POINT (-121.881375 37.3364179),restaurant
7121798608,POINT (-121.881096 37.336385),cafe
7121798609,POINT (-121.881477 37.3363187),marketplace
7121798652,POINT (-121.880449 37.3364205),bar
7123011778,POINT (-121.986208 37.402656),loading_dock
7123070137,POINT (-121.9758568 37.4057468),parking_entrance
7123070140,POINT (-121.9758573 37.4056591),parking_entrance
7123070143,POINT (-121.9747492 37.4058512),parking
7125323879,POINT (-121.95217 37.2884634),charging_station
7127151102,POINT (-122.0425151 37.3928339),parking_entrance
7127151147,POINT (-122.03949 37.3922795),parking_entrance
7127153643,POINT (-122.0468968 37.389212),parking_entrance
7127193830,POINT (-122.0367528 37.3927917),parking_entrance
7127193831,POINT (-122.0362175 37.3926247),parking_entrance
7127193841,POINT (-122.0323308 37.3916946),parking_entrance
7127193844,POINT (-122.0327091 37.3912455),parking_entrance
7127251961,POINT (-122.0313672 37.3914571),parking_entrance
7127269959,POINT (-122.0354236 37.3896509),parking_entrance
7127269960,POINT (-122.035507 37.3892655),parking_entrance
7129792039,POINT (-121.9313328 37.3449875),waste_disposal
7129792040,POINT (-121.9312898 37.3449774),waste_disposal
7131632052,POINT (-121.998464 37.3765682),parking_entrance
7131632053,POINT (-121.9991358 37.3765618),parking_entrance
7131632054,POINT (-121.9994937 37.3768492),parking_entrance
7131875987,POINT (-121.974846 37.386693),parking_entrance
7131875988,POINT (-121.9746324 37.3866809),parking_entrance
7131883513,POINT (-121.9714184 37.3855821),parking_entrance
7131883520,POINT (-121.9719335 37.3855999),parking_entrance
7131883535,POINT (-121.9733374 37.3865566),parking_entrance
7131883540,POINT (-121.9730674 37.3860809),parking_entrance
7131965113,POINT (-121.9681489 37.3855018),parking_entrance
7131965114,POINT (-121.9673114 37.3855026),parking_entrance
7139770612,POINT (-121.8834443 37.3423244),letter_box
7141217552,POINT (-121.9732545 37.3840776),parking_entrance
7141217554,POINT (-121.9732448 37.3830589),parking_entrance
7141266176,POINT (-121.928221 37.3694548),parking_entrance
7141266181,POINT (-121.929212 37.3705099),parking_entrance
7141290986,POINT (-121.928235 37.3696188),parking_entrance
7141290988,POINT (-121.9284166 37.3696268),parking_entrance
7141290990,POINT (-121.928579 37.3695127),parking_entrance
7141290992,POINT (-121.929229 37.3703807),parking_entrance
7141290995,POINT (-121.9294 37.3702573),parking_entrance
7141290996,POINT (-121.930056 37.3708719),parking_entrance
7141773981,POINT (-121.87345 37.3959274),dentist
7141773982,POINT (-121.873615 37.3962581),restaurant
7141773985,POINT (-121.873551 37.3961174),fast_food
7143239018,POINT (-121.8813644 37.3397176),parking_entrance
7143239021,POINT (-121.881001 37.3390769),parking_entrance
7143239027,POINT (-121.881062 37.3392277),parking_entrance
7143336237,POINT (-121.8802594 37.3329152),parking_entrance
7147571713,POINT (-121.8623844 37.3769226),bench
7147571731,POINT (-121.8621517 37.3771769),waste_basket
7147571742,POINT (-121.8625089 37.3768738),drinking_water
7147571764,POINT (-121.8623139 37.3770003),bench
7147571766,POINT (-121.8623244 37.376944),waste_basket
7147571767,POINT (-121.8624173 37.3769181),bench
7147611490,POINT (-121.8622175 37.3769758),waste_basket
7147611492,POINT (-121.8623553 37.3769309),bench
7147611495,POINT (-121.8625286 37.3768805),waste_basket
7147611499,POINT (-121.8626999 37.3774633),bench
7147611501,POINT (-121.8626619 37.3768301),bicycle_parking
7147611514,POINT (-121.8622265 37.3771296),bench
7147611518,POINT (-121.8622414 37.3773778),bench
7150185315,POINT (-121.94476 37.3473976),bicycle_repair_station
7155325447,POINT (-121.9775076 37.4096892),waste_basket
7155342046,POINT (-121.9794585 37.4105829),waste_basket
7155343841,POINT (-121.9731164 37.4039425),waste_basket
7155456994,POINT (-121.9748076 37.4033881),waste_basket
7155456995,POINT (-121.9748216 37.4034724),waste_basket
7155456996,POINT (-121.9744105 37.4035259),waste_basket
7155456997,POINT (-121.9741838 37.403475),waste_basket
7159581008,POINT (-122.022699 37.3372777),restaurant
7159581010,POINT (-122.0228205 37.3372788),fast_food
7159706188,POINT (-121.9631305 37.3499321),restaurant
7159706189,POINT (-121.9631139 37.3495074),veterinary
7159796805,POINT (-121.8711682 37.426832),waste_disposal
7159880762,POINT (-121.8902247 37.3293683),parking_entrance
7165424102,POINT (-121.844806 37.3711699),fast_food
7165424104,POINT (-121.844697 37.3710519),fast_food
7176677261,POINT (-121.9143051 37.3185619),post_office
7178406387,POINT (-122.032966 37.3033362),dentist
7188286616,POINT (-122.0289848 37.3181265),cafe
7204907399,POINT (-122.0305117 37.3311712),parking_entrance
7204910931,POINT (-122.0311133 37.3335658),waste_disposal
7204910932,POINT (-122.0303785 37.3330514),parking_entrance
7204911052,POINT (-122.030044 37.3292902),bicycle_parking
7204911090,POINT (-122.0337952 37.3258166),parking_entrance
7204911091,POINT (-122.0342332 37.3258146),parking_entrance
7204911141,POINT (-122.0289752 37.3330845),parking_entrance
7204911245,POINT (-122.031478 37.330655),parking_entrance
7204911246,POINT (-122.031478 37.3305243),parking_entrance
7204911345,POINT (-122.028869 37.3327879),theatre
7204911346,POINT (-122.0289121 37.3324115),theatre
7206726606,POINT (-121.8668402 37.3651223),parking_entrance
7212834668,POINT (-121.8753708 37.332659),atm
7215715252,POINT (-121.8907957 37.3597354),post_office
7215715253,POINT (-121.8902744 37.3587139),restaurant
7215715254,POINT (-121.8902101 37.3586425),bar
7215727822,POINT (-121.8907194 37.3583454),recycling
7215727823,POINT (-121.8907007 37.3583689),waste_disposal
7215727834,POINT (-121.8902177 37.3590026),waste_disposal
7233881343,POINT (-121.9309236 37.3704819),pub
7235884504,POINT (-121.849178 37.3110558),cafe
7236192537,POINT (-121.8482331 37.3997751),pub
7236192541,POINT (-121.8483799 37.3993904),cafe
7236208377,POINT (-121.8483218 37.3997384),fast_food
7240979208,POINT (-122.029948 37.3948804),restaurant
7246037703,POINT (-121.9686458 37.3907225),waste_basket
7248927987,POINT (-121.9729952 37.3388826),restaurant
7248927989,POINT (-121.9730958 37.3388388),restaurant
7248927990,POINT (-121.9731575 37.3387983),restaurant
7256260593,POINT (-121.976104 37.3381834),post_office
7256260595,POINT (-121.993089 37.3375233),car_wash
7271190005,POINT (-121.9772912 37.4109872),bicycle_parking
7271190006,POINT (-121.9772929 37.4110267),bicycle_parking
7271190007,POINT (-121.9754953 37.4114151),bicycle_parking
7271190008,POINT (-121.9734963 37.4153226),bicycle_parking
7271190009,POINT (-121.9734996 37.4153608),bicycle_parking
7271190010,POINT (-121.9729458 37.4143861),bicycle_parking
7271190011,POINT (-121.9729483 37.4143467),bicycle_parking
7271190012,POINT (-121.9729493 37.4143057),bicycle_parking
7271233482,POINT (-121.8979151 37.350003),vending_machine
7271233483,POINT (-121.8968634 37.350603),vending_machine
7271233484,POINT (-121.8968555 37.3506072),vending_machine
7271271905,POINT (-121.8950081 37.3480828),bench
7271271907,POINT (-121.8942604 37.3491132),vending_machine
7271271913,POINT (-121.8939903 37.3487167),bench
7271271914,POINT (-121.8943706 37.3491404),vending_machine
7271271915,POINT (-121.8943654 37.3491331),vending_machine
7271271916,POINT (-121.8943605 37.3491263),vending_machine
7271271917,POINT (-121.8943545 37.349118),vending_machine
7271291785,POINT (-121.8968467 37.3506119),vending_machine
7271291786,POINT (-121.8968368 37.3506171),vending_machine
7271291787,POINT (-121.8968291 37.3506212),vending_machine
7271291788,POINT (-121.8968211 37.3506255),vending_machine
7271291789,POINT (-121.8968147 37.3506289),vending_machine
